评论,打分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
如恩为天然生活方式品牌集絲坊设计了蟠龙天地两家门店以木屋与洞穴为设计灵感用白橡木手工陶砖木纹混凝土等简单的材料营造出轻松而又富有力量的自然朴素之美-项目名集絲坊地点Woven Moonlight店上海市青浦区蟠鼎路123弄8号蟠龙天地十字大街SD101集絲坊蟠龙天地店上海市青浦区蟠鼎路123弄8号蟠龙天地十字大街SD103完成时间2023年4月客户?@集絲坊 Jisifang项目内容外立面设计室内设计产品设计项目功能零售建筑面积Woven Moonlight店200平方米集絲坊蟠龙天地店110平方米室内设计如恩设计研究室软装设计及采购?@设计共和灯光顾问@DLX驭韶照明设计施工总包南通市华强装饰装潢工程有限公司,9,"木屋,洞穴,白橡木,手工陶砖,木纹混凝土,自然朴素之美",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
养宠人的天堂天气好 好多猫猫狗狗 好可爱,9,"养宠人的天堂,天气好,猫猫狗狗,可爱",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1??古镇与商业区一体的综合性商业建筑???喜欢古镇喜欢露天喜欢商场喜欢拍照??喜欢city walk的无脑冲??2??吃的很多 有小吃也有连锁 咖啡??也有很多牌子不必担心等位排队非常快3??傍着小桥流水真的很小资很惬意尤其出太阳??的时候4??很多市集很多卖花的??还有围炉烧烤??适合团建跟三五小聚5??宠物友好可以带猫狗??可以认识很多小朋友??6??玩一下午是没有问题的旁边还有公园??还有寺庙7??拍照也很出片真的非常适合??喜欢出去玩跟拍照的朋友也适合遛娃??8??有宠物乐园还有马场学骑马还有猫咖狗咖还有很多便利店到处都是卫生间??天阿 蟠龙天地太好逛了,1,"古镇,露天,商场,拍照,city walk,小吃,连锁,咖啡,小桥流水,市集,围炉烧烤,团建,宠物友好,猫狗,小朋友,公园,寺庙,遛娃,宠物乐园,马场,骑马,猫咖,狗咖,便利店,卫生间,蟠龙天地",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
打工牛马内耗满格的一周过完想要找个地方短时间回??+0元rua??的话那一定是蟠龙天地??赶上了这周的 City Pet宠物巡游真的是在人群和小猫小狗群的N重包围中原地复活????? 超多毛孩子排着队巡游狗狗车队小狗荡秋千还有吧唧风铃DIY每一只都像情绪小补丁一路rua过去感觉全身的打工怨气都被吸走了?0元撸狗+春日晒太阳+宠物互动体验这种满满幸福感强谁懂啊??最惊喜的是这届天地绿动生活节绿心社区好绿友计划上线了? 自带杯买咖啡? 徒步逛宠物集市? 绿色消费 + 活动签到都能积攒??心 兑换再生材料做的春日疗愈小礼艾草按摩捶种子卡片真的环保又贴心??不夸张地说蟠龙天地狗界的环球影城打工人的松弛游乐场来rua狗沐春风攒绿心顺便赶走一整周的负能量就问这还不快快冲嘛,10,"宠物巡游, 毛孩子, 狗狗车队, 小狗荡秋千, 吧唧风铃DIY, 情绪小补丁, 打工怨气, 擦撸狗, 春日晒太阳, 宠物互动体验, 幸福感, 天地绿动生活节, 绿心社区好绿友计划, 自带杯买咖啡, 徒步逛宠物集市, 绿色消费, 活动签到, 再生材料, 春日疗愈小礼, 艾草按摩捶, 种子卡片, 环保, 贴心, 蟠龙天地, 松弛游乐场",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??蟠龙天地蛇年装扮已上线????免费??市集里有套圈圈写对联拓印糖画打钱眼飞镖打年糕免费卖吃的喝的玩的但其实市集比较小上面套圈圈打年糕是集中在一起图2-4图2就是进口处拍的整个横向宽度会有很多然后沿着小路边边一长条吃的喝的玩的图5-8??只大人可以逛市集拍拍照不过市集开的时候人多很难拍出很好看的图??有小孩的逛完市集可以去童心乐园小孩更爱图9-12??童心乐园免费的大小滑滑梯跷跷板沙坑洞洞屋秋千床弹簧网独木桥攀爬支柱转转床平衡弹力桥..特别多不是小区那种设施付费的滑板滑冰喂各种动物??分散在蟠龙天地里还有小喷泉骑马付费狗狗乐园免费但是就是草坪秃了的土地?几个秋千一些铁艺造型纯属于狗狗都在一起玩比较开心等慢慢逛都可以看到还有各种装饰,7,"免费,市集,套圈圈,写对联,拓印,糖画,打钱眼,飞镖,打年糕,童心乐园,滑滑梯,跷跷板,沙坑,洞洞屋,秋千,床,弹簧网,独木桥,攀爬支柱,转转床,平衡弹力桥,小喷泉,狗狗乐园,铁艺造型,装饰",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
周一前夜我灵魂不想上班??肉体冲进蟠龙天地新开的银座仁志川钱包你礼貌吗??关于这家店真相?? 面包界的爱马仕刺客生吐司一袋98rmb但咬下去的瞬间救命云朵成精了吧??软糯到想原地躺平本牛马喜提了两个口味草莓奶油和香蕉红豆奶油内心OS吃完这口奶油吐司周一开会老板骂我或许能笑出来吧 苦笑.jpg,98,"面包界的爱马仕刺客生吐司,软糯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羡慕哭了离我家只有10公里离珉珉最近的一次[哭惹R][哭惹R][哭惹R]此刻我们的爱不再是一叠纸片[红色心形R],8,"羡慕哭了,只有10公里,离珉珉最近,爱,一叠纸片",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海过年是真无聊但凡有点年味的景点都是人山人海水泄不通蟠龙天地也不例外看xhs差点被劝退??不过躺平也有躺平的玩法想要噶闹忙但又体力不支的可以参考-?错峰时段10:30--18:30人流高峰别说停车吃饭找个地方坐下休息都难另外这里都是石桥石板路什么婴儿车轮椅一推一个不吱声??-最适合躺平人士的玩法订酒店这边靠近四叶草酒店非常多而且都比较新春节淡季200-300元一晚顺便解决停车问题周边看了几家酒店之后我们最后选在瑞廷西郊S酒店环境不错停车方便离盘龙天地步行不到500米唯一美中不足的是入住的旅行团略多大厅有一点点嘈杂-?躺平计划第一天下午三点左右入住四五点出门逛逛熟悉地形看夕阳花灯和夜景整体人流量尚可-第二天上午九点出门打卡白天景点商家一般10点开业如果饿了可以奥乐齐买点11点前搞定中饭完美避开人流高峰美滋滋?,1,"错峰时段,石桥石板路,订酒店,四叶草酒店,环境不错,停车方便,步行不到500米,旅行团略多,大厅有一点点嘈杂,熟悉地形,看夕阳花灯夜景,人流量尚可,奥乐齐买点,避开人流高峰",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前阵子冒着持续的梅雨季探访了位于上海普陀区的鸿寿坊这个被关注了已久的项目终于在我淋得一身湿后如约而至我在上海工作的时候对于这一片区很陌生几乎很少到达那时徐家汇和淮海路更为熟络一些鸿寿坊始建于民国二十二年1933年由商人潘守仁投资兴建的一处里弄旧址曾经是沪西著名的商业聚集地新会路西康路附近一带曾是上海近代工业发源地这里依旧保留了石库门建筑的风貌这也是当时境外开发企业在吸取了江南地区民居的特点注重进和院落的式样开发的产品曾开发新天地项目的上海瑞安集团于2019年拍得地块并对地块进行更新改造鸿寿坊的历史建筑采用了原址保护整体复建构件再利用的更新新改建的空间保留了主弄空间动线供商业人流来往西侧次弄的空间则规划为独立二层的食集采用了玻璃顶封顶保证室内的采光透通因为雨天到访商业区块的连廊很好的解决了这一问题东塔与西塔通过2-3屋的连廓空间贯穿与里弄商业区块围合在一起这种共享式的连廊与一层集市商业街区为楼上办公的人士提供了便捷的服务能产生互动互促的微循环作用它的空间策划注重创新性也看重烟火气的营造并希望通过商务办公与商业的互动提升可持续性不同于新天地的高奢定位也不同于瑞安蟠龙天地的休闲度假鸿寿坊的里弄式商业面积仅为1.5万方其中鸿寿坊食集为双层独栋空间业态引入了FOODIE SOCIAL食集荟森生鲜FRESH MARKET等显得更为年轻化项目的形象定位于精致烟火气彰显了开发企业对项目的思考也为城市中心的小地块商业找到不一样的项目气质很多城市中的小地块以及存量商业也有历史的痕迹和对未来的重塑计划在更新和重建中不妨借鉴参考一下鸿寿坊的思路这可能为我们解决商业在定位策划招商以及运营过程中提供一种可探讨的方向在新会路入口处设有艺术装置上海点心将1200个双子织带圆环以当代艺术风格呈现抽象的油条这也体现了上海烟火气与市民生活的温度这里正成为上海老年人群的打卡胜地也是年轻人放松休闲的理想去处人们沉浸其中各自在城市中寻找属于自己的精神世界,9,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??蟠龙天地是个把古镇风情与现代商业结合的宠物友好商场在之前古镇的旧址上进行改建而来????地址上海市青浦区蟠龙天地古镇???停车有地下停车场8元一小时P1崧泽大道1576号;P2崧泽大道1598号;P3华徐路500号;P5蟠龙路1133号??从市中心开车过去差不多要45分钟??整个小镇都是宠物友好超过半数的商户都是宠物友好店铺可以带着宝贝一起享受购物和用餐的乐趣其中还有个800平方米的宠物公园让毛孩子们可以在这里尽情撒欢??宠物乐园不仅提供了宠物排泄物收集袋还有专门的过滤水装置等??蟠龙天地还有露营马场同心乐园棒球场滑板公园运动乐园等??游船体验在3公里的河道上以非遗编织技艺装点的江南游船让人们体验水乡人家的生活也可以带着宠物一起享受这独特的游船体验?,9,"古镇风情,现代商业,宠物友好,改建,地下停车场,宠物公园,毛孩子,宠物乐园,排泄物收集袋,过滤水装置,露营,马场,同心乐园,棒球场,滑板公园,运动乐园,游船体验,非遗编织技艺,江南游船,水乡人家生活",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岁岁有风风拂岁岁慢慢即漫漫期盼以年年有余的从容消融尘世所有的匆忙奔波愿旧梦皆已圆新岁有新盼愿山高路可行水深舟可渡??蟠龙水集|乙巳庙会?1.17-1.19/1.30-2.4/2.12-2.16 (11:00-21:00)??上海蟠龙天地??R6II+RF70200f2.8???Lightroom,8,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虽然天气今天不是很好但是站在这高处看古镇也别有一番风味,7,"天气,高处,古镇,风味",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
春天课代表来了今日份不走花??路走水路上海蟠龙天地的水集太好逛了五一小长假第一天竟然没有想象中人挤人大家这都是反向旅游了么太惬意了吧[彩虹R]??坐乌篷船??玩各种传统游戏??玩免费??儿童乐园??撸狗????喂羊驼喂小鹿骑马??玩累了就来小桥边喝奶茶发会呆拍照打卡点超级丰富还有很多节目送小礼物??好拍又好逛妥妥可以安排一天[气球R]具体地址:蟠龙天地??门票:免费??,10,"水集,乌篷船,传统游戏,免费,儿童乐园,撸狗,喂羊驼,喂小鹿,骑马,小桥,喝奶茶,发会呆,拍照打卡点,节目,送小礼物",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蟠龙天地周末狗狗聚会就在家附近希望每周都有可以带毛孩子去玩啦,9,"蟠龙天地, 周末, 狗狗聚会, 家附近, 毛孩子, 玩",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哪有什么王佳芝只是一个爱凹造型的搞笑女罢了标题党了.??不需要门票的蟠龙天地这么美为什么好评这么少古与今江南水乡与现代商业的完美融合就是又复古又洋气的感觉我好爱这里的建筑??.??拍照心得??四点多抵达以室内探店为主吹吹冷气吃吃甜品??五点前后光线柔和来室外拍照更美??六点多微风拂面超有氛围感.这里还是个宠物友好的聚集地停车也方便有地下停车场工作日来人少更出片,8,"不需要门票,古与今,江南水乡,现代商业,完美融合,复古,洋气,建筑,光线柔和,室外拍照,微风拂面,氛围感,宠物友好,停车方便,地下停车场,工作日,人少",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家就住在古镇里面出门即是蟠龙古镇,7,"家,住在,古镇,出门,即是,蟠龙古镇",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家人们谁能想到在上海也能吃到这么正宗的徽菜皖荟新徽菜(蟠龙天地店)真的给了我一个大惊喜?他家主打用安徽山区好食材从皖南山区散养120天的葱香鸡到太平湖上等鲜活鳜鱼制成的黄山臭鳜鱼每一口都是家乡的味道强烈安利几道必点菜????山里散养葱香鸡不愧是头牌菜早上9点前新鲜到店鸡肉鲜嫩多汁葱香浓郁吃一口就停不下来~??黄山臭鳜鱼徽菜经典闻着臭吃着香鱼肉呈蒜瓣状嫩滑Q弹古法腌制的味道太绝了??八公山手工豆腐豆腐发源地的手艺真不是盖的手工制作搭配老母鸡火腿熬的汤鲜掉眉毛~??番茄酸汤鲜牛肉山里番茄和当天鲜送吊龙的组合鲜上加鲜酸汤开胃牛肉嫩滑我能炫三碗饭??淮南牛肉汤鲜烤蒙城烧饼牛肉汤醇厚鲜香烧饼酥脆掉渣这对黄金搭档谁吃谁爱??红烧山里麻鸭农家散养麻鸭红烧后色泽红亮酱香浓郁鸭肉紧实有嚼劲~餐厅环境也很有氛围感古色古香和蟠龙天地的江南水乡风完美融合特别适合拍照打卡服务也超贴心店员热情周到体验感拉满??爱吃徽菜的宝子们千万别错过赶紧码住来打卡吧??皖荟新徽菜(蟠龙天地店),10,"新鲜,家乡的味道,头牌菜,鲜嫩多汁,葱香浓郁,经典,蒜瓣状,嫩滑Q弹,古法腌制,手工制作,鲜掉眉毛,鲜上加鲜,酸汤开胃,牛肉嫩滑,醇厚鲜香,酥脆掉渣,色泽红亮,酱香浓郁,紧实有嚼劲,古色古香,江南水乡,氛围感,拍照打卡,贴心,热情周到,体验感拉满",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
感慨蟠龙天地好多韩国人只听懂他们的忒吧,4,"感慨,蟠龙天地,韩国人,忒吧",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蟠龙天地江南水乡里的春日??装置已经让你提前拥抱春天啦??来可以直接去这几个点位不能错过梦呓花船??停靠站在桥中似误入仙境之感尤其夜晚灯光暖意ju美从入口处熙熙攘攘的人群擦肩而过一路上感受涵春鸟亭的自然气息和小鸟的欢快叫声除此之外还有必须逛的蟠龙水集各种鲜花绿植文创一整个逛到停不下来????3.21-3.23\3.28-3.30\4.4-4.6如遇雨天活动可能取消快带上闺蜜来打卡随手一拍都是大片,10,"江南水乡,春日,装置,拥抱春天,梦呓花船,桥中,仙境,夜晚,灯光,暖意,ju美,入口处,熙熙攘攘,人群,涵春鸟亭,自然气息,小鸟,欢快叫声,蟠龙水集,鲜花绿植,文创,逛到停不下来,雨天,活动,闺蜜,打卡,随手一拍,大片",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蟠龙天地看到的一件雕塑艺术作品一眼看去看到了反重力现象其实运用到了张拉整体的力学概念,7,"雕塑艺术作品,反重力现象,张拉整体,力学概念",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
