评论,打分,积极评价要素词汇_1,,,,,,,,,,,,
[色色R]｜把「新客人」带回家的治愈小物合集——?【新客人茶驿の限定文创】?把新市古镇的千年仙气装进口袋！今天挖到宝了～[棒R]必入TOP3??「五仙桥」系列玩偶会仙桥的飘逸、望仙桥的灵秀…每座桥都有专属表情！「五仙桥」帆布袋行走的江南水墨画！背它走过真桥时，会收获路人'哇塞'的眼神「五仙桥」IP冰箱贴把五座仙桥的灵气吸在冰箱上——[心心眼R]仙气伴手礼[亲一个R]印花工艺钥匙扣印章组—盖章秒变水墨长卷明信片—不是普通的明信片，是能邮寄的迷你水墨画……还有更多等你们来解锁！——??新市古镇南昌街22号「新客人」驿站      ,3,,,,,,,,,,,,,
[一R]清明假期高速免费，从张家港开车到湖州德清县新市古镇约240公里，一路畅通花费2.5小时。[二R]景区不大，特色景点有状元桥，太平桥，钟楼弄，西河口。[三R]商业化较严重，肯德基，星巴克，必胜客，瑞幸应有尽有。[四R]小桥流水意境不错，十点还有美女水上漂的表演，慵懒的在河边喝喝茶相当惬意。[五R]中午驱车30多公里打卡陈都乐浙江土菜馆(余英坊店)，人较多，胜在翻桌率高，饭菜较满意。[六R]下午入住德清莫干山地信开元名庭大酒店，价格适中，准备三点出发庾村广场看夜景。    ,1,,,,,,,,,,,,,
"说起浙江 湖州并不会被最先提及但它的确是一个水墨缭绕 清秀惬意之地-??两日路线???D1:湖州市区一日游D2:莫干山/新市古镇-??打卡攻略????衣裳街??徐忠良定胜糕麦香血糯米糕一定要尝！内馅是稍甜的燕麦奶黄味！好吃????佬钱湾仔很多本地人都会去的一家店！推荐牛肉粉丝汤 味道很鲜 牛肉挺多的喜欢皮薄的可以点蟹肉汤包 厚的就点松毛汤包??旧叙茶湖州特色的柠檬奶 更喜欢这家柠檬味更突出 甜而不腻	??小西街??Slow D coffee西街刚开不久的咖啡店有很多湖州限定咖啡！比较有特色??一二三两他家招牌三两咖啡就是澳白整体是比较浅的 微酸的口感空间很大 可以上房揭瓦位置很隐蔽 很安静 宠物友好！PS:湖州市区还有两家咖啡店也??分别是拾月咖啡和一矢柄～拾月咖啡有一扇很美的窗户 外面就是??街道	??渔人码头湖州标志性建筑“马桶盖”的所在地天气好的话是个看日落的好地方??-莫干山/新市古镇都靠近??德清站都是出站后打车过去比较方便	??莫干山(??大概30多分钟)来莫干山的话可以体验一下爬山徒步???庾村(商业街区)—莫高坞—剑池(??坐车下山)这条路线比较适合第一次来莫干山的姐妹大概一个小时左右路程基本上是土路 但也不会很难走直接导航到4??号停车场位置???但是周末往剑池会收费(平时免费)	??新市古镇(??大概50分钟)湖州小众古镇 避免人挤人?????♀?有很多茶馆 适合嗑瓜子唠嗑??三姑娘茶糕新市传统小吃！传统的咸口肉馅他家茶糕里的肉超级大块 味道很鲜！新市必吃！??玲阿娘/老沈梅花糕玲阿娘是上过央视的 基本要排队不想排队就去老沈 里面是细腻的豆沙 最好趁热吃??企鹅咖啡古镇里很??的咖啡店 有两只??有玻璃房 冬天可以晒太阳dirty和苹果肉桂拿铁都还不错??羊肉面新市羊肉很有名！软嫩入味！大家可以吃一碗羊肉面再走～-德清有一家宝藏咖啡店red cube非常推荐莫干店的话是周末才营业！武康店是周四店休是我在德清的心头好！无论格调还是咖啡都nice～	         @城市情报官",1,,,,,,,,,,,,,
"五一想避开人挤人的城市去小镇里悠闲地走走逛逛那我一定要推荐你这个颇有水乡风情的古镇??	小镇坐落于浙江省湖州市德清县境内距今已有1700多年的历史傍桥而市，可以感受到小桥流水人家的惬意??	?游玩时间：1-3天??景点推荐：吟仙亭-林家铺子-太平桥-状元桥-觉海寺	1??吟仙亭就在景区入口处，吟是欢迎的“迎”，意为迎接远道而来的朋友????????旁边所绘蝙蝠、鹿、仙鹤，分别代表福、禄、寿三种美好的祝愿！	2??林家铺子：这里是茅盾短篇小说《林家铺子》的原型噢！后来同名电影的拍摄??也在这一带取景～很值得打卡！	3??状元桥：为了纪念宋朝时新市人吴潜考中状元，因此取名，蕴含金榜题名之意??家里有中高考学子就更要来这里走一走啦???♂?	??在五一假期中，新市古镇将举行隆重的开街仪式，现场有非遗打铁花，还有好声音学员助阵，夜晚放花灯许愿～炒多节目可以期待一下噢??！	      ",1,,,,,,,,,,,,,
江南古镇很多，想找一座古色古香，又保留原汁原味的并不多，新市古镇便是这样的存在。?新市古称仙潭，建镇也有一千多年历史，这里曾是浙北地区大运河畔的重要商埠，也是江南七大古镇之一。镇在城中，运河穿镇而过，因水成街，全镇被水划分为18个区域，72座拱桥将他们连成一片，街巷里弄贯穿全镇，构成了一副江南特有的小桥流水画卷。??古镇特色：古镇慢慢走一圈也就两个来小时，可以看看老式河埠、骑楼长廊、各种古桥、历史遗迹等，也有《林家铺子》、《蚕花姑娘》等影视取景地。?古镇的另一边，游客更少，有刘王庙、觉海寺等景点，有时间也可以走过去逛逛。?逛累了，沿河边有很多茶馆，点杯白茶、莫干黄芽，再弄份瓜子、水果等，聊聊天发发呆感受岁月静好，现在也很流行围炉煮茶。??古镇特色小吃：?茶糕:已有400多年的历史，糯米+猪肉，糯叽叽咸香微带甜，也有豆沙馅的，古镇上也有很多茶糕，进口的广福斋还可以。?梅花糕:一把青红丝，一颗大红枣，下面是热腾腾的豆沙，上边是软软的糯米糕，古镇里也有很多卖的，玲阿娘梅花糕、老沈梅花糕相对出名。?芽麦圆子，也叫芽麦塌饼，已有数百年历史，是德清县非物质文化遗产，这款春天里的水乡点心，散发着春草的清香，也是豆沙馅的，热乎的口感比凉的好吃。?酥羊大面:一碗羊肉，一碗面，羊肉酥烂入味，拌着面很香（黄毛鸭绞面也是特色，老鸭汤泡着的面，再搭配酥软鸭脚鸭胗千张包）。?雪饺:小时候的零食，外面一层绵白糖里面层层酥脆。?慎大糕点:本地老底子的糕饼店，古镇里的比较小，镇外有家比较大的，很多可以选择，适合结束带点回去。??门票：进古镇免费，里面的各个小展馆进去需要收费。??公共交通：杭州高铁至德清站下车，只需十来分钟，出站后往旁边汽车客运站步行几分钟，坐202路公交，坐到底，出站沿着仙潭路就可以到古镇区域。        ,9,"古镇原貌,商业水平不高,童年的梦,古色古香,原汁原味,千年历史,大运河,江南七大古镇,小桥流水,老式河埠,骑楼长廊,古桥,历史遗迹,影视取景地,刘王庙,觉海寺,茶馆,白茶,莫干黄芽,围炉煮茶,茶糕,梅花糕,芽麦圆子,酥羊大面,雪饺,慎大糕点,免费门票,公共交通便利",,,,,,,,,,,,
一年一度的新市蚕花庙会，今天带娃嘎闹忙[派对R]从我小时候起就每年清明假期举办蚕花庙会了，祈求养蚕大丰收，祈求美好祝愿[福R][烟花R][气球R][红色心形R]欢迎大家来新市古镇游玩[偷笑R][赞R][派对R]      ,9,"新市古镇,蚕花庙会,祈求美好祝愿,养蚕大丰收,童年的梦,传统活动",,,,,,,,,,,,
"一直想拍一株梨花，上周末终于在距离杭州仅30公里的新市古镇，找到了这棵在硕大无朋的梨树。我们遇到她的时候，她正默默守在古镇青绿的河道边，纷纷开且落。偶有游人驻足观望，惊叹于自然之力。	那日我提着琴，凭栏而立，看一树如雪的繁花，忽然想到，这不正是苏轼诗里「惆怅东栏一株雪，人生看得几清明」的现实写照吗？	??定位：湖州新市古镇中心位置??门票：无	??花期预计：本周内??拍摄时间：2025年3月23日	?? ?? ?? ?? ?? ?? ?? ?? ??",9,"梨花,古镇原貌,自然之力,苏轼诗,青绿河道,一树如雪,繁花,凭栏而立,无门票,中心位置",,,,,,,,,,,,
"五一想避开人挤人的城市去小镇里悠闲地走走逛逛那我一定要推荐你这个颇有水乡风情的古镇??	小镇坐落于浙江省湖州市德清县境内距今已有1700多年的历史傍桥而市，可以感受到小桥流水人家的惬意??	?游玩时间：1-3天??景点推荐：吟仙亭-林家铺子-太平桥-状元桥-觉海寺	1??吟仙亭就在景区入口处，吟是欢迎的“迎”，意为迎接远道而来的朋友????????旁边所绘蝙蝠、鹿、仙鹤，分别代表福、禄、寿三种美好的祝愿！	2??林家铺子：这里是茅盾短篇小说《林家铺子》的原型噢！后来同名电影的拍摄??也在这一带取景～很值得打卡！	3??状元桥：为了纪念宋朝时新市人吴潜考中状元，因此取名，蕴含金榜题名之意??家里有中高考学子就更要来这里走一走啦???♂?	??在五一假期中，新市古镇将举行隆重的开街仪式，现场有非遗打铁花，还有好声音学员助阵，夜晚放花灯许愿～炒多节目可以期待一下噢??！	      ",1,,,,,,,,,,,,,
??【在湖州看见美丽中国】水墨江南的治愈系打开方式???坐标：浙江·湖州“行遍江南清丽地，人生只合住湖州”这座被苏杭光芒掩盖的宝藏小城藏着《诗经》里的蒹葭苍苍晕染着赵孟頫笔下的水墨长卷跟我一起走进教科书级的东方美学秘境吧！??【必打卡推荐】? 南浔古镇"走遍江南九十九，不如南浔走一走"摇橹船划过百间楼的倒影张石铭故居的西洋彩玻与中式雕花碰撞坐在頔塘河畔喝一盏熏豆茶看晚霞把百年廊桥染成琥珀色??出片圣地：小莲庄荷田/刘氏梯号红砖楼? 莫干山秘境住进竹林云海间的设计师民宿清晨被鸟鸣唤醒，午后溯溪踩水在庾村文化市集淘手作青瓷别忘了打卡"全球最值得去45个地方"之一的裸心堡??避世Tips：剑池飞瀑徒步路线超治愈！? 太湖之眸在月亮酒店灯光秀里见证"潮起南太湖"渔人码头的风裹着银鱼炒蛋的香气等一场橘子汽水味的日落时记得尝尝"太湖三白"——白鱼白虾银鱼羹??【文化彩蛋】→ 湖笔博物馆：亲手制作狼毫笔尖→ 荻港古村：千年鱼桑文化活化石→ 新市古镇：黄酒棒冰配羊肉面的神仙吃法??交通指南上海/杭州高铁直达湖州站推荐租车自驾，沿途皆是"小瑞士"级风景??美丽中国观察笔记：在安吉余村看"绿水青山"生态奇迹到长颈鹿庄园与萌宠亲密接触德清下渚湖湿地遇见朱鹮翩跹原来人与自然可以这样诗意共生！?湖州的美是茶圣陆羽煮过的紫笋清泉是丝绸之府摇曳的绫罗光影更是现代版富春山居图的生活提案这个周末，一起做画中人吧～??        ,10,"新市古镇,黄酒棒冰,羊肉面,神仙吃法",,,,,,,,,,,,
四十平小店藏在小巷里，新款还天天更新    ,8,"小店,小巷,新款,天天更新",,,,,,,,,,,,
春天气温回暖点开地图，杭州临平出发，选择一个小众小镇即刻出发在新市古镇晒晒太阳，看老人们晒着太阳聊着天惬意自在古镇不大，商业气息较差（打造过，估计人流量不行）但一些知名品牌也有入驻在古镇中心一颗春日梨花盛开超级好看！值得打卡??免费???好停车，游客中心前??建议自驾（公交：乘坐418M到禹越镇汽车站，乘坐351（时间记得卡准哦）??尼康zfc 50-250         ,1,,,,,,,,,,,,,
新市古镇踏入古镇，时光悄然慢下了脚步。脚下，青石板路被岁月打磨得光滑，每一步都似与往昔温柔对话 。街边，木质楼阁错落有致，雕花木窗半掩，露出屋内几缕暖光。河畔，垂柳依依，细长的柳枝垂落在平静河面，泛起丝丝涟漪。古桥横跨两岸，连接着生活的琐碎与诗意。老人坐在桥头，悠闲地晒着太阳，脸上刻满了岁月的故事。在这里，没有车水马龙的喧嚣，只有鸟鸣、水流和邻里的寒暄。找一家临河茶馆，点一盏香茗，看茶叶在水中舒展、沉浮，任阳光洒在身上，满心都是慵懒与惬意。,10,"青石板路,木质楼阁,雕花木窗,暖光,河畔,垂柳,平静河面,古桥,生活诗意,老人,岁月故事,鸟鸣,水流,邻里寒暄,临河茶馆,香茗,茶叶舒展,阳光,慵懒惬意",,,,,,,,,,,,
有段时间没来的新市古镇发展得越来越好了,9,"新市古镇,发展,变好",,,,,,,,,,,,
"??：出差间隙，除了老德清乾元古镇，新市古镇也是一处绕不开的地方，相比起乌镇的游客的喧嚣和拥挤，这里可以满足你对古镇慢生活的所有想象：	1??：河流上错落的旧房子??2??：布满青苔的石板桥3??：传统手工艺的小店4??：围炉煮茶的安逸??5??：斑驳白墙上爬满的枯萎植物??6??：甜口的羊肉面????拍摄技巧：非常适合阴天或者光线较为柔软的午后扫扫街	??：湖州市｜德清县｜新市古镇 → 徒步路线的话建议导航新市古镇明清老街西河口即可，具体见最后一张截图，石板桥和羊肉面都在这附近，顺着西河口两侧岸边都可以慢慢闲逛，不用花费太长的时间，老宅和进士坊都是很值得推荐的[偷笑R][偷笑R][偷笑R]	          ",9,"古镇慢生活,旧房子,青苔,石板桥,传统手工艺,围炉煮茶,斑驳白墙,枯萎植物,羊肉面,老宅,进士坊",,,,,,,,,,,,
