评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3
5月12日上海出发??新手友好体验攀岩体验线安昌古镇吃吃喝喝?第一集合点12日 7点30分?东方体育中心6811号线6号口外?第二集合点12日 7点50分 南方商城中庚漫游城门口飞拉达是意大利文Via Ferrata意为岩壁探险或铁道式攀登的音译指的是在山面上建设由铁扶手横梯固定缆索岩石塞踏脚垫等构成的爬山径道让爬山者不会攀岩也能攀上陡峭的岩壁???绍兴首条飞拉达建在刻石山峭壁两条线路长度为430-670m用时2-3小时这里保留了野外攀岩的惊险刺激在安全有充分保障的前提下让普通人也能驰骋悬崖获得极大的精神享受安昌古镇是绍兴四大镇之一目前没有很商业化小镇依河而建白墙黑瓦有各式古老的店铺腊味熏鱼酱油黄酒是这里的特色还有松软的酒酿馒头糯叽叽的安昌印糕都值得一尝Day1 5月12日?周日上海出发??浙江绍兴?11:30左右先到张成鸡煲整顿好的大家懂的哦~~~直接发本地人有名的餐厅大吃一顿美食永远是治愈的良药午饭后集合上车出发前往刻石山景区?12:30左右 到达刻石山景区我们简单修整进入景区经历一段山路来到飞拉达基地换好装备认真聆听教练的指导教学之后便可踏上征服岩壁的旅途了刻石山飞拉达分为AB两线两条线路长度为430-670m需要2-3小时左右完成中途会有安全点可以下撤这次我们的路线是A线有攀岩基础也可以选B线飞拉达结束后也可以在山间咖啡厅稍适休息飞拉达体验结束上车直发安昌古镇看看落日的安昌古镇解决晚饭后上车返程?20:3021:00左右返回集合点开开心心结束整个行程??费用?180元/人包含来回车费和宾馆住宿保险等不包含飞拉达门票?每周都有户外活动分享关系加入?上海喜欢徒步的可以关注?主动和我打招呼,1,"安昌古镇,没有很商业化,依河而建,白墙黑瓦,古老的店铺,腊味熏鱼,酱油黄酒,酒酿馒头,安昌印糕,治愈的良药,飞拉达,野外攀岩,惊险刺激,安全有充分保障,驰骋悬崖,精神享受",,
相机奥林巴斯om1胶卷52071月中旬去的天气特别好的一天,1,"相机,奥林巴斯om1,胶卷5207,1月中旬,天气特别好",,
安昌古镇是浙江省第一批公布的历史文化名镇始建于北宋时期后因战乱多次焚毁又于明清时期重建其建筑风格传承了典型的江南水乡特色一衣带水古朴典雅其特产安昌腊肠扯白糖远近闻名具有水乡风情的水上婚礼也是别具特色是绍兴师爷的故乡古镇拥有杭甬运河古桥古纤道等历史遗存景观素有碧水贯街千万居彩虹跨河十七桥之美誉不过现在的江南古镇吧都差不多没啥特别可逛的路过的话可以进去沿着河边走走,6,"碧水贯街,彩虹跨河,古桥,古纤道,历史遗存景观,水上婚礼,江南水乡特色,安昌腊肠,扯白糖",,
[一R]绍兴绍兴这座被称作江南水乡的城市凭借其古色古香的江南景致和深厚的文化底蕴而备受瞩目踏入 沈园的幽静小径仿佛能听到古人的轻声吟诵让人沉浸于江南水乡的温柔与细腻之中推荐打卡地:鲁迅故居东湖安昌古镇[二R]漳州漳州是一座充满热带风情的城市以迷人的海滩和丰富的水果闻名遐迩在这里你可以在金色沙滩上漫步尽情享受那份宁静与自由推荐打卡地:漳州古城这里以老街情怀悠闲生活闽南韵味台侨情缘为特色融合了历史建筑传统文化和地道美食小吃是体验慢生活的绝佳去处[三R]大理大理以其宁静而浪漫的氛围吸引着无数游客秋季的大理洱海在阳光下波光粼粼湖边的格桑花竞相绽放骑上单车环游洱海感受清风拂面仿佛被大自然温柔拥抱推荐打卡地:洱海喜洲古镇[四R]扬州扬州因秋季的绝美风光而声名远扬瘦西湖畔枫叶渐红银杏金黄漫步苏堤微风轻拂让人心境平和大明寺的钟声悠扬仿佛能拂去心灵的尘埃推荐打卡地:瘦西湖个园何园,1,"古镇原貌,商业水平不高,童年的梦",,
小桥流水乌篷船熏鸭腊肉晒鱼干今天给宝子们整理了一下浙江闭环旅行攻略宝子们喜欢就赶紧点赞收藏加关注啊免得用的时候找不到了大环线上海嘉兴杭州绍兴宁波舟山宁波台州温州丽水金华杭州上海城市路线及推荐景点上海豫园上海老城隍庙外滩和平饭店南京路步行街黄河路武康路陆家嘴外滩夜景酒店嘉兴乌镇西塘古镇杭州 西湖断桥残雪曲院风荷苏提春晓雷锋塔景点推荐西湖三潭印月雷峰塔灵隐寺宋城千岛湖绍兴会稽山王羲之的兰亭序鲁迅故里周恩来故居安昌古镇崇仁古镇沈园东湖西施故居宁波天一阁南塘老街月湖公园舟山东极岛普陀山普济禅寺台州天台山风景区国清寺神仙居温州雁荡山南鹿岛义乌小商品市场丽水云和梯田岩宕书屋古堰画乡应星楼金华横店影视城大红岩风景区小提示舟山如果觉得远可以忽略掉横店影视城和义乌小商品市场还是值得去体验一下的雁荡山可以根据跟人体力选择,7,"古镇原貌,商业水平不高,童年的梦",,
杭州团建上海团建江浙沪团建春季江浙沪团建??究竟旅游该去哪里游玩呢?如果还没确定??那么赶紧收藏码住歌者熬夜整理的江浙沪游玩攻略??很适合春天公司团建/亲子遛娃/朋友旅游露营漂流民宿轰趴避暑度假 江浙沪团建速?? ~?无锡尚田?小镇拈花湾??龙寺生态园常州龙凤谷???上海瀛东度假村淀山湖?车墩影视城海湾国家森林公园?崇明岛东平国家森林公园瀛东度假村海上??花岛度假村明珠湖公园.?湖州莫干山云上?草原天际森谷十八道湾漂流.?嘉兴乌镇梅花??洲南湖景区云澜湾温泉?景区?杭州田美树心三清园灵山户外乐园风??之谷?绍兴安昌古镇五泄风景区平水??相逢生态园月龙湾营地?舟山朱家尖普陀山嵊泗岛东极岛?宁波东钱湖达人谷大应营地浙东大竹海???台州神仙??居景区温岭石塘半岛度假区天台山大瀑布漩门湾湿地公园?丽水仙都风景区云和梯田古堰和??画乡南尖岩风景区松阳老街.?温州雁??荡山百丈漈洞头东岙沙滩三垟湿地`?宜兴宜兴竹海龙背??山森林公园善卷洞紫砂村.想了解更多苏州团建好去处??关于歌者定期分享江浙沪周边团建方案留下人数?日期??获得定制团建方案?休闲旅行团建?特色主题团建吃住行一站式游玩舒适无忧??15人起接,1,"古镇原貌,童年的梦,商业水平不高",,
绍兴首先所有景点都记得在小程序预约(阿Q旅行+)记得要人脸录像但是部分场馆阳光直射不好扫码可以zfb或打开电子版 sfz!D1鲁迅故里-八字桥1-书圣故里-仓桥直街D2安昌古镇-回家1.必打卡景点推荐-鲁迅故里:走进鲁迅笔下的百草园和三味书屋感受文学巨匠的童年记忆免费开放记得提前预约哦-仓桥直街:仓桥直街是绍兴最具代表性的历史文化街区之一被誉为中国遗产活生生的展示地这里不仅有青石板路小桥流水乌篷船还有保存完好的清末民初建筑充满了江南水乡的诗情画意无论是白天漫步还是夜晚亮灯后仓桥直街都能让你感受到最纯粹的绍兴风情2推荐做乌篷船地点:八字桥(千万别在鲁迅故里做河道狭小关键还是单程2.美食推荐黄酒棒冰:绍兴特色小吃黄酒与冰棒的完美结合口感独特一定要试试黄酒奶茶:只喝了沪上阿姨的还不错!奶油小攀:到底谁推荐!这么难吃!!!!避雷避雷绍兴臭豆腐:给个中肯评价不难吃!但是有人没有很推荐那这评价个给跟望江楼包子差不多反正没浪费生活3.实用信息- 开放时间全年开放部分展馆开放时间为8:00-16:30- 门票安昌古镇免费开放旅行小贴士-交通:从黄山出发途径杭州中转地铁或高铁都很方便绍兴市内建议骑单车或步行景点集中-住宿:鲁迅故里附近性价比高推荐三娅民宿方便又实惠- 最佳拍摄时间:清晨或傍晚光线柔和适合拍出江南水乡的韵味快来绍兴来先生的家看看,1,"鲁迅故里,百草园,三味书屋,文学巨匠,童年记忆,仓桥直街,历史文化街区,中国遗产,青石板路,小桥流水,乌篷船,清末民初建筑,江南水乡,诗情画意,绍兴风情,八字桥,黄酒棒冰,绍兴特色小吃,黄酒奶茶,安昌古镇,免费开放",,
安昌古镇你太低调了人少景美烟火气十足关键还免费浙江旅行一定不要错过位于绍兴市的安昌古镇这座建于北宋时期具有千年历史的古镇依河而建北岸为商市南岸是民居水上众多石桥连接两岸有着典型的江南水乡风光和地道的烟火气??具体地址浙江省绍兴市柯桥区安华北路与环镇南路交叉口西北角??门票免费??景美打卡点1??三里街市 沿着河边漫步感受质朴生活气息欣赏古街石桥流水构成的水乡画卷.2??腊肠晾晒区冬季前往可看到河岸边竹架子上挂满腊肠构成独特风景还能品尝购买地道安昌腊肠.3??仁昌酱园作为景点免费开放可参观酱油酿造过程了解传统酱文化感受空气中弥漫的酱香.4??古戏台古镇入口不远有古戏台可免费观看节目感受当地文化特色.??美食推荐安昌糕点扯白糖腊肠黄酒棒冰梅干菜烧肉笋干酒酿馒头等安昌古镇一处宛如遗世明珠的江南水乡漫步其间千年古桥横卧河上腊肠在街边晾晒成独特风景三里街市尽显古朴韵味仁昌酱园飘出岁月的酱香每一处角落都美得让人心醉不论你是逃离城市周末游还是高铁游亦或是路过总之有机会别错过??魔都深度挖掘全国旅行宝藏各种攻略分享??多平台签约作者欢迎关注?,10,"人少,景美,烟火气,免费,千年历史,质朴生活气息,古街石桥流水,水乡画卷,腊肠晾晒区,独特风景,地道安昌腊肠,仁昌酱园,传统酱文化,空气中弥漫的酱香,古戏台,当地文化特色,安昌糕点,扯白糖,腊肠,黄酒,棒冰,梅干菜烧肉,笋干,酒酿馒头,江南水乡,千年古桥,遗世明珠",,
比起人挤人的苏州和杭州低调的绍兴才是我心中的真江南随处可见的历史建筑人文古迹和旅游景点都让我对这座城市深爱不已在绍兴开始一场充满人文和江南韵味的旅行吧.绍兴游玩推荐?东湖风景区 (图1)如同水墨画一般的峭壁深渊碧潭岩影.?昂桑湖古纤道 (图2)蜿蜒曲折的水上古纤道尽显江南水乡的魅力.?安昌古镇 (图3)充满人间烟火气的免费江南水乡古镇.?西小路历史街区 (图4-6)被遗忘的江南水乡俯瞰仿佛一幅真实的江南百景图.?书圣故里 (图7-9)书圣王羲之的故乡免费开放.?八字桥 (图10)古代版的水上立交桥历史悠久.?广宁桥直街 (图11)巷道深深满是老绍兴的生活气息.?仓桥直街 (图12)绍兴特色小吃一条街前街后河很具有江南水乡气息.,10,"低调,历史建筑,人文古迹,旅游景点,水墨画,峭壁深渊,碧潭岩影,水上古纤道,江南水乡,人间烟火气,免费,被遗忘,江南百景图,书圣王羲之,故乡,古代版,水上立交桥,巷道深深,生活气息,特色小吃,前街后河,江南水乡气息",,
鲁迅IP形象好可爱哈哈哈在三味书屋看到了早字安昌古镇也去转了一圈比绍兴市人少多啦扬州何园个园还有瘦西湖也好美[哇R],1,"鲁迅IP形象,三味书屋,早字,安昌古镇,绍兴市,扬州何园,个园,瘦西湖",,
"谁还没去过鲁迅笔下的江南啊??清明来绍兴才是真穿越进语文课本乌篷船摇过三千年历史长河黄酒奶茶配臭豆腐的神仙吃法人均400+解锁最地道的东方威尼斯????课本照进现实打卡清单??鲁迅故里从百草园到三味书屋??免费提前预约?8:30-17:00??摸鲁迅刻""早""字的课桌+打卡巨型课本墙??必吃高老太奶油小攀+越香王老汉臭豆腐??书圣故里王羲之的墨池秘境??免费?全天开放??出片王炸点??题扇桥拍乌篷船与白墙黛瓦同框??老爷爷书店门前的竹椅报纸墙??躲婆弄买把书法团扇当道具??安昌古镇腊味飘香的活态博物馆??免费小景点联票40?8:00-17:00??舌尖暴击??仁昌酱园的酱油冰淇淋??安昌印糕现蒸梅花造型??孝店王酒酿馒头夹梅干菜肉??沈园陆游唐琬的钗头凤绝唱??白天40/夜游80?8:00-17:00夜游18:30入园??晚上看实景越剧体验宋韵美学??隐藏彩蛋葫芦池边找陆游手植古藤??独家玩法指南?八字桥坐乌篷船比鲁迅故里人少?黄酒博物馆DIY酒坛手绘?仓桥直街喝杯黄酒奶茶+黄酒棒冰??住宿交通Tips??推荐住书圣故里临水民宿推开窗见摇橹船??景点集中建议骑共享电动车清明的绍兴像打翻青瓷色的调色盘绵绵春雨反而让古镇更有氛围感快收好这篇保姆级攻略做朋友圈第一个发现宝藏的人",9,"江南,乌篷船,黄酒奶茶,臭豆腐,东方威尼斯,课本,鲁迅故里,百草园,三味书屋,课桌,课本墙,高老太奶油小攀,越香王老汉臭豆腐,书圣故里,墨池秘境,题扇桥,白墙黛瓦,老爷爷书店,竹椅报纸墙,躲婆弄,书法团扇,安昌古镇,腊味,活态博物馆,仁昌酱园,酱油冰淇淋,安昌印糕,孝店王酒酿馒头,沈园,钗头凤,宋韵美学,陆游手植古藤,八字桥,乌篷船,黄酒博物馆,DIY酒坛手绘,仓桥直街,黄酒奶茶,黄酒棒冰,书圣故里临水民宿,青瓷色,春雨,古镇氛围感",,
三四月的江南是一万次的春和景明春暖花开??比起其他喧嚣的古镇我更喜欢这个人少景美安静的濮院古镇这里有很多唐宋明清时期风格的建筑也有伞巷听雨屋这样有江南诗意的打卡地来这里感受静谧美好的江南水乡-??浙江嘉兴桐乡市濮院时尚古镇??高铁到嘉兴嘉兴南桐乡站都可以出站打车约半小时??自驾导航到濮院时尚古镇景区-??濮院春天赏花打卡地点海棠花紫藤百丈连廊3月底-4月樱花北更楼福善寺3月底-4月蔷薇鹤西街蜡烛街3月底-4月初木香瓦舍说书4月-北廊桥晚上可以拍到倒影水中月与月亮??同框看起来就像四个月亮听雨屋真的满足了我对江南古镇雨天的幻想淅淅沥沥的雨声很好听福善塔可以登高望远有电梯俯拍古镇全貌北更楼这里有紫藤花瀑布晚上的紫藤花更香拍照很好看?建议游玩路线游客中心-寺湾街-潄芳禅园-福善寺-濮府(珍宝馆)-关帝庙-云想衣裳(时尚主题展馆)-盒子里的猫限时体验-濮商会馆(濮库)-岳氏三进士第(提线木偶戏)-毛线工坊-楼下街(小吃街)-北更楼-,9,"人少,景美,安静,唐宋明清时期风格建筑,伞巷听雨屋,江南诗意,打卡地,静谧美好,江南水乡,赏花,海棠花,紫藤,百丈连廊,樱花,北更楼,福善寺,蔷薇,鹤西街,蜡烛街,木香,瓦舍说书,北廊桥,倒影水中月,月亮同框,四个月亮,听雨屋,江南古镇雨天幻想,淅淅沥沥雨声,福善塔,登高望远,电梯,俯拍古镇全貌,紫藤花瀑布,拍照好看",,
安昌古镇的年味令人向往走进古镇首先映入眼帘的是那一串串红灯笼它们高悬在青石板路的两旁随风轻轻摇曳像是古老的时光信使传递着新年的喜悦与期盼红灯笼的光影洒在斑驳的墙壁上为这历史悠久的街道增添了几分温馨与祥和沿着河岸漫步只见乌篷船悠悠划过水面船夫戴着斗笠哼着小调那份悠然自得仿佛是与世隔绝的宁静河岸边家家户户忙着晾晒酱鸭酱肉那浓郁的酱香与年味交织在一起让人忍不住驻足深吸一口这独特的香气心中便生出一种难以言喻的幸福感在安昌古镇年味不仅仅是一种味道更是一种情怀一种传承它让人们在忙碌与喧嚣的现代生活中是时间的低语是岁月的回响更是每个人心中那份永恒的乡愁与温暖,10,"安昌古镇, 年味, 红灯笼, 青石板路, 古老, 新年, 喜悦, 盼望, 光影, 墙壁, 温馨, 祥和, 河岸, 乌篷船, 船夫, 斗笠, 小调, 悠然自得, 宁静, 酱鸭, 酱肉, 浓郁, 酱香, 幸福感, 情怀, 传承, 忙碌, 喧嚣, 低语, 回响, 乡愁, 温暖",,
